rocket_family,mission,rocket,provider,year,launch_site,location,status,era
Electron,As The Crow Flies (Palisade),Electron,Rocket Lab,2019,Rocket Lab Launch Complex 1A,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",Launch Successful,Modern
Long March 3B/E,TJS-4 (TJSW-4),Long March 3B/E,China Aerospace Science and Technology Corporation,2019,Launch Complex 2 (LC-2),"Xichang Satellite Launch Center, People's Republic of China",Launch Successful,Modern
SARGE,Launch 4,SARGE,EXOS Aerospace,2019,Vertical Launch Area,"Spaceport America, NM, USA",Launch Failure,Modern
Antares 230+,Cygnus CRS-2 NG-12 (S.S. Alan Bean),Antares 230+,Northrop Grumman Space Systems,2019,Launch Area 0 A,"Wallops Flight Facility, Virginia, USA",Launch Successful,Modern
Long March 4B,Gaofen-7 & others,Long March 4B,China Aerospace Science and Technology Corporation,2019,Launch Complex 9,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Successful,Modern
Long March 3B/E,Beidou-3 IGSO-3,Long March 3B/E,China Aerospace Science and Technology Corporation,2019,Launch Complex 3 (LC-3/LA-1),"Xichang Satellite Launch Center, People's Republic of China",Launch Successful,Modern
Falcon 9 Block 5,Starlink 1,Falcon 9,SpaceX,2019,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",Launch Successful,Modern
Kuaizhou 1A,Jilin-1-02A,Kuaizhou 1A,ExPace,2019,Launch Area 95A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful,Modern
Long March 6,Ningxia 1 (x5),Long March 6,China Aerospace Science and Technology Corporation,2019,Launch Complex 16,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Successful,Modern
Kuaizhou 1A,KL-Alpha,Kuaizhou 1A,ExPace,2019,Launch Area 95A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful,Modern
Long March 3B/YZ-1,Beidou-3 M21 & M22,Long March 3B/YZ-1,China Aerospace Science and Technology Corporation,2019,Launch Complex 2 (LC-2),"Xichang Satellite Launch Center, People's Republic of China",Launch Successful,Modern
